id,created_time,additional_info,customer_id,device_profile_id,device_data,type,name,label,tenant_id,firmware_id,software_id,external_id,version,processing_day
e9d88958-6eef-47a7-8e1c-5b137d227a56,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01061,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
ff50dade-61c0-4e64-9933-553d5f26e267,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01062,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
5205ba5e-7486-4826-a7cc-909414dbb359,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01063,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
95bec8df-84ea-43b6-842c-85928390218c,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01064,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
dca05662-6763-4def-8e57-ac7700f0d75d,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01065,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
a48e347c-c383-4634-aa89-e262982b760d,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01066,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
cb7ddc93-592e-448b-835b-e33519ef84ec,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01067,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
20a28175-76fb-432b-a257-bdd05cdc656b,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01068,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
1a76bfdd-512c-4105-b199-af0e41a5d234,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01069,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
2d16bd97-afcf-4f52-800a-985aed256844,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01070,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
7fbb8874-7250-4d55-a7bb-d4d19cf0ae76,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01071,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
cc47361b-0981-4bc9-b0d6-de660d24d5e9,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01072,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
e863b6ea-b3fa-4cdd-ae1b-2ebf095a3403,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01073,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
aa97b1b7-f224-4636-befc-bb68e1a638d4,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01074,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
aae23976-2fbc-4660-ac6f-61b1e5c86980,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01075,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
fa6d4be6-c812-49bc-8247-544da882177c,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01076,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
d2b1bc97-e37f-4253-80e9-742a7dc73e26,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01077,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
298dc98b-9e3f-4db5-bd68-90187fdf19a0,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01078,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
ad43e88d-0c23-4ede-a5f2-489ef5491e4f,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01079,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
febd9686-f065-4a22-8361-2100acbcd11f,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01080,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
0f7f4a6a-07d7-4c58-861e-28763664909c,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01081,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
89000ea3-65f4-40cb-9382-1606353f1195,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01082,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
106c5edf-5f40-4b47-ac23-f78b02ae7480,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01083,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
28bc4670-b98b-4b35-a418-38e2fa9acf13,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01084,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
d822fccd-6258-47ba-b4d0-4c46e9aaf37f,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01085,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
6f996ded-05b4-49b7-8ab5-da3f61299672,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01086,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
2aae254e-244d-4710-be85-f963d38c85a6,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01087,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
54620427-725f-4b18-aa45-93f783dfcc2e,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01088,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
d98fa376-e34b-41be-9b96-8463e997a1cd,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01089,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
fec16176-3074-4410-a0a7-8c6107360524,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01090,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
fff91720-2792-4e37-a547-4c85ef570226,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01091,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
4d407c56-a87a-4830-be20-6d2743d11c18,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01092,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
6a703519-abd9-43fa-8d20-dd044f25486f,1778500000000,,56a0d760-490d-11f1-a19f-b52b73e46bf7,658b9c20-4c7c-11f1-8114-d7797b05539e,,bms-co2-sensor,BMS_CO2_SENSOR_01093,,66f096d8-521b-4090-8052-c188b08821d5,,,,1,2026-06-01
